sent_id,text,Source,Target,Polar_expression,Polarity,Target_matching
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",,The food,delicious,Positive,TRUE
1500453:2,"The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.",,the dishes,never a disappointment.,Negative,TRUE
1500453:3,"Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.",,,,,FALSE
1500453:4,"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.",,,,,FALSE
1500453:5,A guaranteeed delight!,,,,,FALSE
1506491:0,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.",,,,,FALSE
1506491:1,"If you go, try the marinara/arrabiatta sauce, the mozzarella en Carozza is mmmmmmmm..... everything is just delicious.",,everything,just delicious.,Positive,FALSE
1506491:2,Check out the secret back room.,,Check out the secret,back room.,Positive,FALSE
1506491:3,Old school meets New world.,,,,,FALSE
1506491:4,I pray it stays open forever.,,,,,FALSE
1506491:5,Thank You Emilio.,,,,,FALSE
1506491:6,Ciao Bella,,,,,FALSE
1538149:0,"I found the food, service and value exceptional everytime I have been there.",,,,,FALSE
1538149:1,The food was authentic.,,The food,authentic.,Positive,TRUE
1538149:2,I felt as though I were eating in Paris.,,,,,FALSE
1538149:3,The service was excellent - friendly and attentive.,,The service,friendly,Positive,TRUE
1538149:3,The service was excellent - friendly and attentive.,,The service,excellent,Positive,TRUE
1538149:3,The service was excellent - friendly and attentive.,,The service,attentive.,Positive,TRUE
1538149:4,The prices are wonderfully low.,,The prices,wonderfully low.,Positive,FALSE
1538149:5,Very good wine choices.,,wine,Very good,Positive,TRUE
1538149:5,Very good wine choices.,,wine choices.,Very good,Positive,TRUE
1543345:0,I can't believe people complain about no cheese sticks?,I,,can't believe people complain,Negative,FALSE
1543345:1,Who has room for Cheesesticks with the best pizza in NYC!,,pizza,the best,Positive,TRUE
1543345:2,Get the pepperoni - YUM - and a family style salad.,,,,,FALSE
1543345:3,Great staff.,,staff.,Great,Positive,TRUE
1543345:4,Always great service!,,,,,FALSE
1543345:5,I go twice a month!,,,,,FALSE
1543345:6,Fantastic!,,,,,FALSE
1561259:0,"The food is good, I can't lie.",,The food,"good,",Positive,TRUE
1561259:0,"The food is good, I can't lie.",,The food,can't lie.,Positive,TRUE
1561259:1,But the staff was so horrible to us.,,,,,FALSE
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,The hostess,incredibly rude,Positive,TRUE
1561259:2,The hostess and the waitress were incredibly rude and did everything they could to rush us out.,,the waitress,incredibly rude,Positive,TRUE
1561259:3,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.,,,,,FALSE
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the service,you feel like you should be paying,Negative,TRUE
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,This place,"pricey,",Positive,TRUE
1561259:4,"This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.",,the food,worth it;,Negative,TRUE
1561259:5,Save yourself the time and trouble and skip this one!,,,,,FALSE
1572027:0,I'll keep this short.,,,,,FALSE
1572027:1,Amma is nothing special.,,Amma,nothing special.,Positive,TRUE
1572027:2,The two star chefs left quite some time ago to open their own place.,,,time,Negative,FALSE
1572027:3,I ate here a week ago and found most dishes average at best and too expensive.,,most dishes average,at best,Positive,TRUE
1572027:4,Will not be back.,,,Will not be back.,Negative,FALSE
1572033:0,"Don't dine at Tamarind for the vegetarian dishes, they are simply not up to par with the non-veg selections.",,,,,FALSE
1572033:1,Decor is nice though service can be spotty.,,Decor,nice,Positive,TRUE
1572033:1,Decor is nice though service can be spotty.,,service,can be spotty.,Positive,TRUE
1572033:2,This place is always packed.,,This place,always packed.,Positive,TRUE
1572033:3,I know because I live nearby.,,,,,FALSE
1572033:4,"Most importantly, food is excellent.",,food,excellent.,Positive,TRUE
1572033:5,Try the sea bass.,,,,,FALSE
1572033:6,Highly recommended.,,,Highly recommended.,Positive,FALSE
1573534:0,First of all Dal Bukhara Rocks.,,,,,FALSE
1573534:1,As a student in NYU i need a place to eat after a hard day of work so usually i just go to any indian restraunt near by.,,,,,FALSE
1573534:2,but ive heard a lot about this for the past 2 yrs and finally decided to eat here.,,,,,FALSE
1573534:3,I am happy i did the food was awsome.,,the food,awsome.,Negative,TRUE
1573534:4,JUST AWSOME.,,,,,FALSE
1573534:5,and yes Dal Bukhara is so dam good and so are all the kababs.,,Bukhara,good,Positive,TRUE
1573534:6,They are opening two more places as i saw a flyer there one in Yonkers which is a restraunt and banquet hall and another one in parsipanny new jersey.,,,,,FALSE
1573534:7,but overall i give it a 10,,,,,FALSE
1573534:8,10,,,,,FALSE
1577714:0,I haven't been to the other locations.,,,,,FALSE
1577714:1,Haru on Park S is simply disgusting.,,,simply disgusting.,Positive,FALSE
1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,stale.,Negative,TRUE
1577714:2,The fish was not fresh and the rice tasted old and stale.,,The fish,not fresh,Negative,TRUE
1577714:2,The fish was not fresh and the rice tasted old and stale.,,the rice,old,Negative,TRUE
1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",,sushi,some of the worst,Positive,TRUE
1577714:3,"Quite frankly, this is some of the worst sushi I have ever tried.",,,"Quite frankly,",Negative,FALSE
1577714:4,Will never be back.,,,Will never be back.,Negative,FALSE
1586174:0,honestly the worst sushi my husband and i had in our entire lives.,,sushi,worst,Positive,TRUE
1586174:1,"believe us, we've been eating sushi for over 15 yrs.",,,,,FALSE
1586174:2,not sure why this restaurant would be rated that highly.,,,not,Negative,FALSE
1586174:2,not sure why this restaurant would be rated that highly.,,this restaurant,would be rated,Negative,TRUE
1586174:3,the all-u-can-eat sushi is definitely in very poor quality.,,,,,FALSE
1586174:4,"limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice.",,,,,FALSE
1586174:5,"the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish.",,,,,FALSE
1586174:6,the waitstaffs are nice though.,,the waitstaffs,nice,Positive,TRUE
1586174:7,wont come back again for sure!,,,wont come back again,Positive,FALSE
1603698:0,I have been to Roth's twice and both times were very disappointing.,,times,very disappointing.,Positive,FALSE
1603698:1,Once for dinner and once for brunch.,,,,,FALSE
1603698:2,"Both times I was extremely dissappointed by the service, which was boarderline rude.",,,extremely dissappointed,Negative,FALSE
1603698:3,They wouldnt even let me finish my glass of wine before offering another.,,,,,FALSE
1603698:4,Much of the time it seems like they do not care about you.,,,,,FALSE
1603698:5,"The dinner was ok, nothing I would have again.",,The dinner,"ok,",Positive,TRUE
1603698:5,"The dinner was ok, nothing I would have again.",I,The dinner,would have again.,Negative,TRUE
1603698:6,"I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.",,,,,FALSE
1606837:0,This was a great surprise.,,This,great surprise.,Positive,FALSE
1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,,room.,beautiful,Positive,TRUE
1606837:1,With the theater 2 blocks away we had a delicious meal in a beautiful room.,we,meal,delicious,Positive,TRUE
1606837:2,The service was attentive.,,The service,attentive.,Positive,TRUE
1606837:3,I look forward to eating here again,I,here,look forward to eating,Positive,FALSE
1609375:0,Planet Thai is great!,,Planet Thai,great!,Positive,TRUE
1609375:1,"We love the food, drinks, and atmosphere!",We,"drinks,",love,Positive,TRUE
1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,the restaurant,a must!,Negative,TRUE
1609375:2,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",,The svc,be a bit rude,Negative,TRUE
1609375:3,"Try the Pad Thai, it's fabulous and their prices are so cheap!",,,,,FALSE
1609375:4,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!",,,GREAT!,Negative,FALSE
1609375:5,"Just remember, the later you go, the longer you may have to wait.",,,,,FALSE
1609375:6,It's popular w/the late crowd.,,,,,FALSE
1611489:0,"They forgot a sandwich, didn't include plastic forks, and didn't include pita with the hummus platter.",,,,,FALSE
1611489:1,"Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.",,,,,FALSE
1611489:2,"Overall, not worth the money.",,the money.,"Overall, not worth",Negative,FALSE
1611489:3,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",,,very disappointing experience.,Positive,FALSE
1615322:0,I love Indian food and consider myself to be quite an expert on it.,,,,,FALSE
1615322:1,Chennai Garden is my favorite Indian restaurant in the city.,,Chennai Garden,favorite Indian restaurant,Positive,TRUE
1615322:2,They have authentic Indian at amazin prices.,,,,,FALSE
1615322:3,This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.,,MEAT dishes,there are NO,Negative,TRUE
1615322:4,The seats are uncomfortable if you are sitting against the wall on wooden benches.,,,,,FALSE
1615322:5,It's a rather cramped and busy restaurant and it closes early.,,,,,FALSE
1623276:0,Patroon features a nice cigar bar and has great staff.,,staff.,great,Positive,TRUE
1623276:0,Patroon features a nice cigar bar and has great staff.,,cigar bar,nice,Positive,TRUE
1623276:1,The food is tasty and portion sizes are appropriate.,,portion sizes,appropriate.,Positive,TRUE
1623276:1,The food is tasty and portion sizes are appropriate.,,The food,tasty,Positive,TRUE
1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,,place,good,Positive,FALSE
1623276:2,This is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,,restaurant,nice,Positive,TRUE
1623276:3,Not a great place for family or general dining.,,place,great,Positive,TRUE
1626564:0,LLOOVVE THIS PLACE.,,,,,FALSE
1626564:1,Food is excellent.,,Food,excellent.,Positive,TRUE
1626564:2,Fish is so very fresh.,,Fish,very fresh.,Positive,TRUE
1626564:3,Waitstaff are very friendly.,,Waitstaff,very friendly.,Positive,TRUE
